L1,L2-3,L4,L5,L6,genes
0.00021445,0.00021114,0.00026963,0.0002217,0.00026134,Chka
4.2544e-05,4.6907e-05,8.8951e-05,5.4722e-05,4.5594e-05,Thyn1
0.00022031,0.00011478,8.4592e-05,8.1586e-05,0.0001955,Gpr37
0.0001326,0.00020515,8.5446e-05,0.00013609,0.00013025,Chpf
8.6955e-05,6.0797e-05,6.7575e-05,0.00013221,0.00011592,Papola
0.00018807,0.00014628,0.00019032,0.00023546,0.00020356,Rbbp7
1.827e-05,2.9475e-05,4.2222e-05,2.9397e-05,2.5996e-05,Zcchc9
7.7761e-05,0.00011372,6.512e-05,9.6725e-05,8.3482e-05,Cib1
6.145e-05,9.5872e-05,0.000109,9.3896e-05,8.0397e-05,1700123O20Rik
5.9435e-06,7.8434e-07,1.1735e-07,3.2113e-06,6.6543e-06,Ddx23
0.00011669,0.00015096,0.00011913,0.00012095,0.00014203,Psma7
0.00011219,7.9962e-05,0.00013542,9.0023e-05,0.00015895,Ipo13
0.00010166,0.00013199,0.00010461,8.8852e-05,0.00012755,Psmb3
5.9529e-05,0.00010958,0.00010342,0.00013236,7.8638e-05,Ddx39
0.00014789,0.0001715,0.00018354,0.00014981,0.00017332,Psmc1
0.00010369,9.4615e-05,0.0002614,0.00012383,0.0001271,Qars
4.5032e-05,3.3436e-05,3.6698e-05,6.3077e-05,4.7695e-05,Myeov2
8.3219e-07,9.9342e-07,1.2741e-06,1.5144e-06,1.6118e-06,Gm13080
0.00036244,0.00036593,0.00045721,0.00040763,0.00043124,Arf4
2.9962e-05,1.8626e-05,2.6533e-05,2.8549e-05,3.83e-05,Cuedc1
6.835e-06,8.2176e-06,8.1119e-06,7.5267e-06,8.7739e-06,Gm6055
8.9683e-07,9.3674e-07,1.6243e-06,1.1129e-06,1.0124e-06,Gm11953
1.7025e-07,2.5118e-07,2.6574e-07,1.2303e-07,2.4811e-07,Gm11964
7.7268e-05,0.00012036,5.3824e-05,7.8585e-05,9.9015e-05,Rnf34
8.7438e-05,0.00014947,9.5067e-05,8.5281e-05,0.00010172,3110002H16Rik
0.00064305,0.0010359,0.00084536,0.00073875,0.00051871,Igfbp2
3.4173e-07,4.0523e-07,2.2153e-07,1.641e-07,4.9716e-07,Gm4950
0.0004049,0.00037963,0.00046282,0.00050558,0.00046571,Camk2g
2.7845e-05,4.7577e-05,4.4859e-05,2.2776e-05,4.7509e-05,Gm13111
0.00075199,0.00075993,0.00092127,0.00084784,0.00080985,Tpi1
6.4113e-05,7.3729e-05,5.0061e-05,0.00011356,6.431e-05,Lin52
0.0015148,0.0020391,0.0017699,0.0016584,0.0013447,Btbd17
0.00012867,0.00018438,0.00016374,0.00019663,0.00013158,Pex13
0.00035372,0.00034034,0.0005455,0.00050125,0.00040216,Sept2
7.841e-05,9.9384e-05,0.00019394,8.6945e-05,0.00011121,Zc3h7a
7.7581e-05,0.00010298,4.3588e-05,0.00011289,0.00010733,Trappc13
4.1535e-05,4.8225e-05,6.6095e-05,6.2001e-05,4.4842e-05,Mrpl24
4.9861e-05,6.5702e-05,6.6503e-05,5.7639e-05,6.3143e-05,Mrpl27
6.5319e-05,9.4339e-05,7.066e-05,9.5987e-05,7.9163e-05,Mrpl30
5.5481e-05,5.2918e-05,5.8715e-05,7.1127e-05,6.6812e-05,Mrpl40
0.00011158,0.0001316,0.00021019,0.00013065,7.3435e-05,Gpr107
5.7292e-05,0.00010236,5.1235e-05,4.3754e-05,6.7311e-05,Mrpl50
4.5648e-05,6.6682e-05,4.5402e-05,3.2269e-05,5.5433e-05,Mrpl57
0.00032821,0.00037362,0.00038961,0.00021883,0.00037565,Gpr146
0.00010454,8.4877e-05,0.00016432,0.00010605,7.9456e-05,Slmo1
6.5794e-05,0.00010415,0.00010479,0.00013305,8.5399e-05,St6gal1
0.00010072,0.00019931,0.00012867,0.00010985,9.4551e-05,9030624J02Rik
3.133e-05,2.9303e-05,3.069e-06,3.4871e-05,2.6518e-05,Kdm2a
9.861e-05,0.00011049,0.00016973,0.00012643,0.00013849,Cln5
0.0011372,0.0010979,0.0012797,0.001436,0.0011533,Tril
4.2214e-05,8.1578e-05,2.8387e-05,6.3009e-05,4.9743e-05,Caskin2
0.00011255,0.00011627,0.00016135,0.00015743,0.00011074,Cluh
0.00075477,0.00073357,0.00083936,0.00076036,0.0006634,Cxcl14
4.7347e-05,8.8562e-05,0.00013872,3.64e-05,5.2292e-05,Vps13d
2.5929e-06,2.4125e-06,4.7257e-06,2.4408e-06,2.4736e-06,Gm13461
0.00021609,0.00023679,0.00037401,0.00028921,0.0002657,Nim1k
2.4227e-06,2.8204e-06,2.3489e-06,1.7535e-06,2.9765e-06,Gm6467
7.0656e-05,8.1361e-05,4.5761e-05,0.00010843,8.0713e-05,Kansl3
0.00077606,0.00101,0.00087425,0.00078886,0.00060166,Atp1b1
0.00013624,0.00019268,0.00023289,0.00016273,0.00012974,Brwd1
0.00010657,0.0001558,0.00026054,0.00015132,0.0001442,Stk17b
3.2404e-05,2.7766e-05,3.7749e-05,3.1556e-05,3.1883e-05,3110082J24Rik
0.00029266,0.0011047,0.00078329,0.00041895,0.00018155,Chrdl1
4.8877e-05,2.8674e-05,2.8779e-05,4.3903e-05,6.2186e-05,Impdh2
0.00010198,0.00019016,0.00011313,0.00012763,0.00014108,Kpna1
5.4304e-05,6.4686e-05,6.3095e-05,0.00011258,6.3689e-05,Sesn3
1.8741e-05,2.9615e-05,2.2749e-05,1.9443e-05,2.5681e-05,Churc1
0.00021291,0.00028047,0.00024604,0.00021935,0.00018234,Adipor1
0.00037914,0.00039123,0.00037183,0.00038849,0.00041834,Lap3
0.00073546,0.00083149,0.0010052,0.00093705,0.00087015,Cnbp
0.0093154,0.0095961,0.0094126,0.0094084,0.0082227,Gpr37l1
3.7506e-07,2.9776e-07,5.5497e-07,5.9579e-07,4.7992e-07,Gm23374
0.00014952,0.00011218,0.00018343,0.00027002,0.00017639,Pde8b
1.6273e-05,1.8007e-05,2.1556e-05,1.9933e-05,1.715e-05,Gm6560
6.2938e-05,0.00011261,0.00017908,9.6319e-05,5.9308e-05,Gpatch8
0.00062817,0.00075011,0.00055746,0.0006075,0.00055788,Hmgn3
8.5712e-05,0.00013044,0.00010161,0.0001343,0.00013293,Opa3
0.00011095,0.00013137,0.00018511,0.00014327,0.00015453,Tubb5
5.3288e-05,0.00011527,0.00011395,0.00011377,9.3928e-05,Cog6
0.00013505,0.00013168,0.00024565,0.00014504,0.00015517,Capzb
5.4274e-07,4.2649e-07,5.173e-07,7.1323e-07,8.0662e-07,Actg-ps1
5.3137e-05,7.3122e-05,0.00010561,8.7022e-05,7.1693e-05,Coq5
3.9029e-05,3.9087e-05,1.6789e-05,3.7691e-05,3.7946e-05,Zfp36l2
6.1332e-05,6.2532e-05,4.4566e-05,7.9938e-05,7.3017e-05,Arhgef12
6.1848e-05,6.7123e-05,8.2008e-05,3.9763e-05,6.1235e-05,Pi4ka
4.7417e-05,8.4707e-05,6.579e-05,5.5675e-05,6.4355e-05,Ube2w
0.00016116,0.00019541,0.0002145,0.00025472,0.00015099,Haghl
9.1452e-05,0.00013811,0.00012488,3.82e-05,0.00014034,Nup88
4.7661e-05,5.6594e-05,6.3367e-05,6.2715e-05,7.8709e-05,Rassf2
0.00015862,0.00019978,0.00021429,0.00019428,0.00012467,Ddit4l
5.3707e-05,5.6143e-05,9.5992e-05,9.3123e-05,8.5945e-05,E2f5
3.1593e-05,3.0899e-05,5.5607e-05,4.1735e-05,3.8642e-05,Nrarp
0.00026913,0.00035916,0.00028721,0.00027082,0.000216,Vmp1
3.6656e-06,2.5827e-06,3.9541e-06,4.9342e-06,4.762e-06,Gm6768
4.33e-05,4.7671e-05,2.0397e-05,4.903e-05,7.4748e-05,Sidt2
1.8496e-05,2.5659e-05,1.4855e-05,4.5127e-05,2.8229e-05,A930005H10Rik
0.00011795,0.00015009,0.00017827,8.7562e-05,0.00017085,Nrbp1
0.00029897,0.00034149,0.00052903,0.00028055,0.00031588,Rapgef3
6.4382e-05,5.3084e-05,7.3879e-05,4.4621e-05,8.0892e-05,Casc4
2.7937e-05,2.7033e-05,1.4992e-05,1.5176e-05,2.9875e-05,Rbm22
7.0554e-05,0.00012679,0.00014926,9.9246e-05,6.6203e-05,Nupr1
0.0011638,0.0012996,0.0014695,0.0013718,0.0012302,Atp5a1
8.142e-05,8.9314e-05,5.1789e-05,8.1369e-05,6.7689e-05,Nipbl
1.0703e-05,1.6377e-05,2.1511e-05,1.3192e-05,1.3998e-05,Lppos
3.6266e-05,3.5101e-05,4.453e-05,4.6722e-05,3.5242e-05,Mrps16
0.0001215,0.00012366,0.0001268,0.00014395,0.0001586,Mrps17
2.1311e-05,3.9531e-05,3.7814e-05,3.5752e-05,3.1964e-05,Rsl24d1
0.00018527,0.0002091,0.00018088,0.00024537,0.0002428,Bmpr1b
4.3751e-05,5.367e-05,1.7211e-05,5.4678e-05,6.8454e-05,Mrps31
1.0361e-06,1.6556e-06,1.1272e-06,1.9276e-06,1.0885e-06,mt-Nd4l
0.00012315,0.00016609,0.00018424,0.00016758,0.00018051,Gas6
0.00010092,0.00012926,9.3028e-05,0.00012864,0.00010269,Sh3glb1
3.4577e-07,2.5158e-07,7.1192e-07,2.8376e-07,2.6771e-07,Gm15190
0.00035756,0.00036128,0.00052349,0.00037356,0.00035398,Pnrc2
0.0022541,0.0026291,0.0022916,0.0023126,0.0019687,Slco1c1
0.0017308,0.0018585,0.0017851,0.0015842,0.0015072,Slc3a2
0.00014845,0.00018147,0.00018452,0.00015736,0.00016174,Gbas
0.0011679,0.00090175,0.00077488,0.0010883,0.0012511,Scd2
0.011974,0.010786,0.010032,0.0094128,0.01135,Cst3
0.0005536,0.00037507,0.00051363,0.0004701,0.0005583,Nkain4
8.7054e-05,9.1016e-05,6.1244e-05,0.00014451,0.00013622,Lrig1
2.4702e-05,2.543e-05,3.4435e-05,2.1841e-05,2.4784e-05,Naa10
4.3e-06,2.5718e-06,1.9351e-06,3.9729e-06,6.0279e-06,Gm15210
0.0003542,0.00041732,0.00038599,0.00034665,0.00034117,Lgr4
0.00012692,0.00014943,0.00016917,0.00016071,9.882e-05,Lgr6
0.01663,0.016835,0.018563,0.017769,0.017728,Aldoc
2.0766e-05,2.7168e-05,3.9142e-05,1.8396e-05,2.7694e-05,Polr2i
1.559e-05,1.8277e-05,3.9181e-05,2.4111e-05,2.7197e-05,Polr2j
1.0105e-05,1.1827e-05,1.4186e-05,1.1872e-05,1.3599e-05,Polr2k
0.00010445,0.00012238,7.5352e-05,8.3579e-05,8.9292e-05,Fam173a
7.9135e-05,9.0566e-05,6.688e-05,8.8869e-05,0.00012336,Itgb8
3.4029e-05,3.6114e-05,5.5303e-05,1.0332e-05,3.5306e-05,Fam178a
0.010561,0.010177,0.010044,0.0097546,0.0093713,mt-Cytb
5.6393e-05,9.8911e-05,9.5917e-05,3.6626e-05,7.1899e-05,Tmem164
8.3245e-05,0.00011859,0.00011976,6.2176e-05,0.00010281,Gcat
0.00010801,0.00012282,0.00015193,0.00014947,0.00013537,Tbl1x
7.1094e-05,9.3397e-05,7.2266e-05,9.7349e-05,0.00011364,Atp8a1
0.00040932,0.00037554,0.00041852,0.00048871,0.00040391,Sdhb
0.00070025,0.000849,0.00075151,0.00064754,0.00063663,Asah1
0.00012199,0.00014818,0.00020665,0.00017659,0.00012659,Gclm
5.0613e-05,5.8137e-05,2.822e-05,3.2867e-05,5.7884e-05,Baz1b
8.5193e-05,0.00010117,0.00011984,8.041e-05,9.8882e-05,Usp53
0.00027343,0.0003366,0.00048274,0.00032913,0.00037567,Nr1d1
0.00012736,0.00014878,0.00013845,0.00020064,0.00015426,Gcsh
2.6241e-05,3.194e-05,3.2089e-05,3.122e-05,3.0343e-05,Asap2
4.4096e-05,4.8157e-05,8.5111e-05,5.5313e-05,5.9825e-05,Sdsl
8.3436e-05,0.00010526,0.00016478,9.813e-05,0.00010986,Ccnd2
0.00011376,0.00017211,7.2811e-05,0.00015983,0.0001044,Ccnd3
0.00011807,0.00011301,5.7637e-05,0.00015519,0.00016403,Rdh13
5.0568e-05,7.0408e-05,6.9992e-05,4.9095e-05,3.9988e-05,Rgs7bp
7.3078e-05,0.00010046,6.5856e-05,9.1362e-05,7.7949e-05,Lhx2
0.00011092,0.00010476,0.0001887,0.00016808,0.00012209,G3bp1
0.0003235,0.00044067,0.00019345,0.00033513,0.00027449,Ccnl2
5.402e-05,2.2634e-05,2.9818e-05,6.3276e-05,6.7284e-05,Vgll4
0.00025976,0.00021694,0.00030526,0.0002706,0.0003196,Slc25a11
0.00010468,0.00016903,0.00014834,0.00016777,0.00012586,Slc25a17
9.6639e-05,0.00012078,0.00014598,0.00012111,0.00014508,Slc25a29
0.00050147,0.00060791,0.00064433,0.00046619,0.00039733,Chst2
3.9588e-05,3.3615e-05,3.7296e-05,5.8668e-05,4.9596e-05,Psenen
3.6648e-05,4.253e-05,7.3166e-05,2.2246e-05,4.9902e-05,Gm15446
3.8578e-05,5.016e-05,7.8187e-05,2.5767e-05,3.891e-05,Nr2f1
2.3493e-07,2.6896e-07,3.06e-07,3.2136e-07,3.6834e-07,Gm8430
0.00020115,0.00028694,0.0002608,0.00026637,0.0002209,Copb1
3.5476e-05,4.8586e-05,3.7286e-05,5.9825e-05,3.7377e-05,Fam195a
3.6703e-05,3.2371e-05,5.9006e-05,1.9031e-05,4.6194e-05,S100a6
0.0034118,0.0037917,0.0033607,0.0035378,0.0031446,Slc6a1
0.00010071,4.1893e-05,8.888e-05,0.00010326,0.00014705,Slc6a9
0.00012137,0.00015525,0.00022401,0.00010184,0.00011604,0610009O20Rik
0.0016524,0.0016896,0.0017574,0.0018259,0.0017744,Gapdh
0.00060148,0.00039073,0.00059822,0.0006966,0.00066308,Itih3
6.6214e-05,0.00012944,8.6852e-05,0.00010365,0.00010538,Itih5
5.7288e-05,6.986e-05,8.6924e-05,6.1616e-05,6.8112e-05,1110008F13Rik
4.3373e-05,1.7484e-05,7.7236e-05,5.7679e-05,3.4092e-05,Phf21a
9.8073e-05,7.6342e-05,0.00013462,0.00013699,8.2787e-05,Brinp3
0.00052909,0.00040425,0.00041405,0.00058281,0.00066533,Acss1
0.0003292,0.00038849,0.00031887,0.00033304,0.00025637,Dhrs7
4.8861e-05,6.2572e-05,7.4812e-05,6.8879e-05,5.7904e-05,Napg
7.8627e-05,7.2351e-05,8.3872e-05,0.00013417,0.00019403,Slc30a5
0.00011688,0.00014441,0.00013589,0.00010642,0.00016077,Fars2
7.1665e-06,4.6345e-06,5.8239e-06,9.7661e-06,7.4093e-06,Gm10093
